CensusTract,State,Prog1,Prog2,Prog3,Prog4+more,FundingTotal,Projects,CEJST_Indicators,CoveredPrograms,Monitor
53033020100,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033032010,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033022703,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033020200,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033020401,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033022802,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033022803,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033022901,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033020402,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033020500,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033020600,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033020700,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033020800,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033020900,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033011500,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033021300,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033021400,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033011700,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033023500,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033023601,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033023603,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033023604,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033021600,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033021802,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
53033021804,WA,Low or No Emission (Bus) Grants,Inland Flood Risk Management Projects,Congestion Mitigation and Air Quality Improvement Program,"All Stations Accessibility Program, Urbanized Area Passenger Ferry Program",497176.9889,Low or No Emission - Central Puget Sound Regional Transit Authority; Howard Hanson Dam; Adaptive Traffic Signal Control - City Center - Ph. 2; South King County Tdm; Seattle Center Monorail Station Upgrades; Ferry Service Funding - WA State Dept. of Transportation,"DS_ET, FLD_ET, N_CLT, TP_ET, N_TRN","Clean Transportation, Climate Change",
